age,balance,marital,job,education,housing,loan,month,day,campaign,duration,deposit
57,2234,0,8,2,1,0,1,11,5,201,1
36,223,0,5,2,0,0,2,14,3,12,1
49,230,0,1,2,0,0,0,8,1,96,1
30,0,1,1,1,1,0,11,15,2,214,1
48,313,2,3,1,1,0,0,8,1,208,1
32,289,0,2,0,0,0,8,2,1,63,1
35,0,0,1,0,0,0,10,6,1,139,1
40,3676,0,7,2,0,1,0,15,1,101,1
32,-184,0,8,2,0,0,8,6,2,129,1
37,3954,1,0,1,0,0,3,12,1,87,1
37,2951,0,3,1,1,0,5,21,3,101,1
43,78,0,3,1,0,0,5,21,1,36,1
48,1526,0,1,0,1,0,3,6,2,273,1
36,0,0,1,0,0,0,2,21,5,193,1
33,233,1,6,0,0,0,0,8,4,221,1
33,67,0,3,0,0,1,0,23,4,316,1
36,38,1,2,2,1,0,1,6,4,308,1
65,1948,0,4,1,1,0,8,2,2,102,1
50,5296,0,8,2,1,0,5,19,7,64,1
34,612,1,3,1,1,0,10,30,1,192,1
35,4872,0,7,0,0,0,0,15,3,34,1
32,131,1,3,1,0,0,3,11,1,112,1
34,4943,1,1,0,0,1,5,19,2,117,1
34,-257,0,5,0,0,0,0,15,1,160,1
33,331,0,5,2,0,0,0,30,3,139,1
45,105,0,5,0,0,1,0,13,1,119,1
35,1160,0,5,0,1,1,5,19,1,62,1
53,4930,0,1,0,1,1,8,2,2,228,1
39,471,2,2,2,0,0,0,6,2,161,1
38,35,0,5,0,0,0,0,28,2,130,1
35,1750,1,3,1,0,0,4,22,1,422,1
52,5275,0,5,0,1,1,2,22,3,1029,1
30,728,1,1,0,0,0,8,5,1,393,1
37,0,0,10,1,1,0,1,6,1,143,1
33,263,0,10,1,1,0,5,16,4,79,1
52,601,0,3,1,0,0,0,14,2,249,1
29,6429,0,0,0,0,1,0,14,1,535,1
28,1076,1,0,0,0,0,1,2,5,537,1
37,-57,0,5,0,0,1,0,7,5,55,1
33,2,1,0,1,1,0,7,29,2,132,1
32,514,0,1,1,0,0,0,20,2,414,1
25,-375,1,5,0,0,0,2,14,2,61,1
37,28,0,1,0,1,0,3,21,2,101,1
34,404,1,3,1,0,0,8,5,6,10,1
40,3430,0,6,0,0,0,5,20,3,1855,1
40,99,0,3,0,1,0,8,9,5,15,1
38,2669,0,2,0,0,0,10,20,2,208,1
39,202,1,3,1,0,0,0,12,1,59,1
37,715,1,3,3,0,0,0,20,2,247,1
35,674,0,5,0,0,0,0,30,2,274,1
33,312,1,3,1,1,0,3,11,1,271,1
38,1463,0,3,1,0,0,3,25,4,425,1
37,789,0,3,1,0,1,3,11,1,93,1
29,7,1,6,1,1,0,0,6,1,51,1
42,473,0,2,2,0,0,7,30,1,54,1
45,3150,2,3,1,0,0,5,17,2,101,1
42,12223,0,2,1,0,0,5,19,1,36,1
33,1541,0,5,0,0,0,0,23,2,423,1
35,142,1,5,0,0,0,0,7,2,266,1
30,3,1,1,1,0,0,0,7,1,174,1
31,1207,1,5,0,0,0,10,17,2,163,1
45,351,0,1,0,0,0,3,29,2,18,1
44,777,2,0,0,0,0,0,18,3,517,1
31,997,0,2,2,0,0,8,3,1,256,1
30,15,0,0,0,0,0,0,9,1,257,1
54,2819,0,3,1,1,0,3,7,3,123,1
35,126,0,5,0,0,0,10,16,1,472,1
36,953,0,0,0,0,0,8,17,1,38,1
55,10,0,8,2,1,0,8,4,3,174,1
45,-577,0,3,1,0,1,2,24,1,204,1
30,1159,1,6,1,1,0,3,12,1,95,1
57,1350,0,6,0,1,0,1,25,1,131,1
59,88,0,8,2,0,0,2,28,5,63,1
47,-245,0,5,2,0,1,1,12,4,67,1
34,161,1,1,0,1,1,3,8,2,61,1
46,41,2,6,0,0,0,0,12,4,249,1
56,450,2,2,0,1,0,1,9,1,47,1
24,782,1,11,3,1,0,0,4,7,12,1
40,-666,0,0,0,0,0,0,27,2,107,1
50,-151,0,3,1,0,0,5,18,2,63,1
31,55,0,5,2,0,1,10,17,2,340,1
37,-666,0,3,1,0,0,5,18,2,204,1
45,87,0,5,0,0,0,0,14,1,96,1
45,4629,0,3,2,1,0,10,2,2,285,1
36,2176,1,5,2,0,0,0,28,2,52,1
57,3431,0,3,1,0,0,5,21,2,55,1
39,208,0,3,1,1,0,3,20,4,170,1
47,0,0,2,0,0,0,2,9,1,173,1
44,240,2,2,0,0,0,0,8,2,155,1
39,1388,0,0,0,0,0,2,15,5,150,1
40,5807,0,2,0,0,0,1,20,1,98,1
48,17,2,3,0,0,0,5,17,1,195,1
56,0,0,2,0,1,0,3,13,4,112,1
50,1743,1,5,2,0,0,1,6,5,49,1
29,1008,1,2,0,0,0,0,23,9,426,1
33,151,1,1,0,0,0,10,20,3,104,1
57,3196,0,5,3,1,0,3,28,4,161,1
54,1411,0,3,1,1,0,3,12,2,56,1
64,630,2,4,0,1,0,3,21,1,97,1
61,0,0,4,2,0,1,3,18,13,280,1
36,561,0,5,0,0,0,1,9,2,198,1
50,0,0,3,0,0,0,0,14,4,94,1
30,281,1,1,0,1,0,3,12,2,105,1
40,40,0,1,0,0,0,5,21,1,73,1
40,0,0,3,1,1,0,2,14,8,109,1
30,1032,2,0,2,0,0,0,29,5,52,1
55,-207,2,3,1,1,0,8,2,1,211,1
59,235,0,8,2,1,0,3,13,2,119,1
37,0,0,0,1,0,0,5,17,2,65,1
53,367,0,2,0,0,1,7,29,1,155,1
56,505,0,3,1,0,1,0,5,1,221,1
33,804,0,2,0,0,1,0,8,1,266,1
49,-301,0,2,0,0,0,0,12,4,187,1
47,-813,0,1,1,0,1,1,16,25,179,1
34,79,0,0,0,0,0,0,23,1,83,1
33,50,0,5,2,0,0,0,7,2,246,1
31,1205,1,5,0,0,0,10,16,1,462,1
44,365,1,1,0,0,0,0,8,2,169,1
50,-1415,0,0,0,1,0,3,19,2,358,1
39,223,1,0,0,1,0,8,4,1,277,1
41,1897,0,3,1,0,0,0,19,3,335,1
33,22867,0,3,1,0,0,3,10,1,73,1
40,949,0,8,0,1,0,3,8,1,182,1
42,1165,0,2,0,0,0,0,18,6,485,1
37,1655,2,3,0,0,0,0,12,1,178,1
56,260,0,5,3,0,0,2,30,2,250,1
49,0,2,5,2,0,0,2,29,2,468,1
35,-880,1,7,1,1,1,2,24,3,77,1
41,107,2,3,1,0,0,2,17,17,122,1
52,1624,0,5,2,1,0,1,20,3,114,1
33,1257,1,1,1,0,0,2,22,1,66,1
40,355,1,0,3,0,0,10,7,2,345,1
44,579,2,5,0,0,0,0,6,2,198,1
39,1403,0,5,0,1,0,0,11,8,214,1
39,-176,0,5,2,1,0,2,9,1,176,1
28,-513,1,3,0,1,1,2,29,8,95,1
45,586,1,1,0,1,1,2,28,3,32,1
63,1840,2,4,2,1,0,9,12,3,71,1
32,720,1,1,1,1,0,3,12,4,234,1
28,97,1,5,0,0,0,0,7,1,67,1
36,13,1,3,1,1,1,5,18,1,106,1
34,140,2,0,0,0,0,0,8,2,81,1
45,521,0,5,0,0,0,1,17,3,259,1
30,364,0,5,0,0,1,8,4,1,331,1
59,416,0,5,2,1,0,1,16,3,92,1
54,3304,0,8,2,1,1,2,25,7,90,1
47,1880,0,9,3,1,0,1,18,2,64,1
41,982,1,0,1,1,0,2,23,1,105,1
35,0,2,1,0,1,0,3,25,4,124,1
38,173,0,2,0,0,0,0,20,2,130,1
36,911,0,1,1,0,1,0,4,3,275,1
39,0,1,0,3,0,0,0,11,1,62,1
48,549,2,3,3,0,0,0,6,1,427,1
42,704,0,5,2,0,1,2,31,10,88,1
24,476,1,5,0,0,0,1,4,1,161,1
57,3738,0,4,0,0,0,10,19,1,220,1
35,634,0,9,2,1,0,2,7,2,185,1
32,1134,1,3,1,1,0,3,28,4,85,1
26,-128,1,5,0,1,1,2,8,2,392,1
27,7102,0,1,0,0,0,0,30,9,141,1
47,186,2,7,0,1,0,8,2,2,112,1
32,1918,1,5,2,0,0,0,8,1,318,1
48,0,1,10,3,1,0,1,18,1,453,1
43,250,0,5,2,0,0,0,12,5,144,1
30,31,1,11,1,0,0,0,14,1,23,1
28,631,1,1,0,1,0,10,29,7,835,1
32,62,0,3,1,0,0,0,14,1,166,1
26,479,0,10,1,0,0,8,9,3,133,1
38,1121,1,5,0,1,0,1,18,1,203,1
30,138,1,2,3,0,0,10,20,1,187,1
33,0,1,3,1,0,0,0,5,2,399,1
37,239,2,2,0,0,0,0,23,2,140,1
47,866,0,3,1,1,0,1,20,7,7,1
36,1466,0,1,0,0,0,0,29,1,441,1
48,3570,0,8,0,1,0,1,5,2,58,1
47,440,2,1,0,1,0,7,29,1,147,1
34,714,1,7,1,0,0,0,12,4,166,1
28,674,0,5,2,0,0,0,14,4,921,1
54,127,0,8,2,1,0,3,19,4,176,1
33,588,0,3,0,0,0,0,18,5,11,1
41,-413,2,7,1,0,0,0,8,2,170,1
41,882,1,0,0,0,1,0,28,2,145,1
42,877,0,3,1,0,0,0,14,1,238,1
32,337,0,0,0,1,0,0,15,3,51,1
47,192,0,10,1,1,0,2,30,6,120,1
36,3350,0,1,2,0,0,10,16,1,86,1
34,99,0,3,1,1,1,8,3,2,264,1
36,806,0,3,1,0,0,8,3,2,106,1
50,6739,0,3,1,0,0,2,14,3,68,1
53,228,0,0,2,0,0,0,16,1,97,1
49,-232,0,5,2,1,1,3,11,2,106,1
39,556,1,1,0,0,0,0,29,1,322,1
47,761,0,3,1,0,0,2,11,2,80,1
57,207,0,4,2,0,0,0,8,1,193,1
30,221,0,6,0,1,0,3,8,4,61,1
54,865,0,0,0,0,0,5,17,1,71,1
35,0,1,3,1,1,0,3,18,5,276,1
47,1851,2,1,0,0,0,0,19,2,140,1
38,-272,0,7,0,1,1,1,17,2,143,1
40,367,0,0,0,0,0,8,5,1,89,1
51,0,0,5,2,1,0,5,20,1,85,1
51,230,0,5,2,0,0,0,6,1,673,1
57,0,0,8,2,1,0,3,13,2,189,1
41,1954,0,5,0,1,0,5,18,1,65,1
31,379,1,7,0,0,0,2,18,2,570,1
59,-341,1,4,0,1,1,2,14,3,94,1
26,179,1,2,2,0,1,2,28,4,333,1
41,13,0,1,1,1,0,1,5,2,189,1
39,839,0,3,1,1,1,4,11,2,365,1
25,192,1,5,0,1,0,2,4,2,112,1
33,576,1,3,1,1,0,0,25,1,220,1
35,643,1,3,1,0,0,0,23,1,322,1
49,342,0,3,1,1,0,7,30,2,433,1
31,1329,0,5,0,0,1,0,9,1,134,1
40,219,0,6,0,0,0,0,5,1,357,1
32,141,0,3,1,0,0,0,4,3,78,1
42,402,0,5,2,1,0,0,13,7,31,1
33,8023,0,1,1,1,0,5,30,1,107,1
48,1131,0,0,0,1,1,0,8,1,49,1
28,1925,1,11,0,1,0,8,26,1,139,1
43,0,1,5,2,1,0,0,9,3,71,1
30,103,1,5,0,0,0,10,17,2,2053,1
41,1395,0,0,0,0,1,0,11,1,85,1
55,621,0,3,2,1,1,8,2,1,114,1
55,1161,0,3,1,0,0,5,20,6,8,1
54,24,0,3,3,1,0,2,31,10,12,1
55,2,0,4,2,1,0,1,27,4,392,1
57,295,0,1,0,1,0,3,19,11,151,1
27,-208,1,5,0,0,0,0,21,2,127,1
28,258,0,3,1,1,1,10,17,1,93,1
51,119,2,3,1,1,0,5,17,1,200,1
27,967,1,3,0,0,0,0,21,1,162,1
40,-90,2,5,0,0,0,0,28,1,130,1
56,0,0,4,0,1,0,7,26,2,413,1
35,0,0,2,0,0,0,2,30,3,251,1
47,392,2,7,0,0,1,5,19,1,125,1
49,23,0,5,2,0,0,0,23,1,247,1
35,2486,1,3,1,0,0,0,25,1,265,1
50,81,2,0,0,1,1,5,21,1,64,1
55,1563,0,8,2,0,0,5,17,2,128,1
56,1602,0,5,0,0,0,0,6,1,427,1
35,2144,1,1,0,0,0,0,13,2,188,1
42,273,0,5,0,1,0,1,12,1,315,1
34,455,0,5,2,0,0,1,20,3,372,1
40,1038,1,2,0,1,0,1,5,1,741,1
33,-384,0,2,0,0,0,2,9,1,125,1
33,307,0,3,1,1,0,0,16,4,806,1
59,93,2,4,0,1,0,0,26,2,193,1
51,127,2,8,2,1,0,11,13,1,69,1
47,-150,0,2,0,1,0,3,14,4,52,1
48,20718,0,3,1,0,0,0,14,1,125,1
31,-218,1,0,1,0,0,1,2,15,227,1
39,5222,0,5,0,0,0,5,21,2,239,1
52,484,0,0,0,0,0,0,6,1,128,1
28,75,1,1,1,0,1,0,5,2,233,1
56,1480,2,1,0,0,1,8,5,1,576,1
47,1111,0,2,0,1,0,1,20,4,415,1
77,639,2,4,2,1,0,10,16,7,127,1
39,29,1,5,0,0,0,0,7,2,214,1
31,6374,1,2,0,0,0,0,23,2,922,1
39,363,0,3,0,0,1,2,17,1,184,1
32,-94,0,5,2,0,1,0,11,1,308,1
59,92,0,0,0,0,0,0,12,2,139,1
42,222,0,9,3,1,0,3,26,16,80,1
50,249,0,1,2,0,0,0,6,1,129,1
44,1450,0,2,0,0,0,10,14,1,356,1
47,2290,0,8,1,1,0,10,15,1,54,1
51,0,0,1,1,1,0,5,17,1,81,1
34,1026,0,1,0,1,0,5,12,1,319,1
36,3953,0,3,2,0,0,5,19,1,277,1
32,1426,1,5,2,0,0,5,20,1,114,1
28,53,1,5,0,0,0,0,13,1,93,1
34,160,0,3,1,0,1,2,15,1,130,1
40,171,1,3,1,1,0,3,19,3,1241,1
49,3237,0,3,1,0,0,0,5,3,232,1
30,192,1,10,0,1,0,2,22,1,423,1
56,0,0,10,1,1,0,5,19,1,122,1
28,385,1,3,1,1,1,8,9,4,79,1
31,2591,0,5,0,0,0,5,20,1,55,1
28,39,1,5,0,1,0,2,31,7,22,1
53,44,0,1,2,1,0,1,6,1,256,1
38,5432,0,3,1,0,1,10,17,1,707,1
54,349,2,4,1,0,0,0,12,2,176,1
36,20,1,3,1,0,0,10,20,2,766,1
60,381,2,4,1,0,0,10,17,2,208,1
40,4025,0,3,0,0,0,2,15,4,107,1
50,167,1,0,0,1,1,2,28,3,201,1
28,278,1,3,1,1,1,7,29,1,194,1
33,263,0,5,0,0,0,0,21,3,206,1
53,4968,0,4,0,1,0,0,6,1,109,1
38,581,0,1,0,0,0,0,6,1,79,1
34,682,1,3,1,1,0,3,27,3,472,1
41,779,0,9,3,1,0,2,30,10,647,1
64,2139,0,4,1,1,0,4,14,2,632,1
45,5888,0,3,0,0,0,0,26,5,45,1
38,0,0,1,0,0,1,2,15,4,146,1
57,3431,0,3,1,0,0,0,16,1,73,1
34,188,0,3,1,1,0,0,5,1,399,1
36,3214,1,5,2,0,0,1,16,2,124,1
30,873,0,0,0,0,0,5,12,1,119,1
32,-32,0,5,0,0,0,0,12,1,145,1
42,1958,0,5,0,0,0,0,30,3,124,1
35,76,0,0,0,1,1,1,17,1,107,1
42,1013,0,1,0,1,1,3,28,8,117,1
50,2731,0,7,0,1,0,3,8,2,111,1
38,93,0,3,0,1,0,2,3,2,515,1
38,173,0,10,0,1,0,3,18,4,205,1
55,384,0,3,2,1,0,8,4,1,75,1
60,491,0,8,3,1,0,3,14,4,503,1
33,728,0,3,1,0,0,3,13,5,275,1
30,411,1,1,0,0,0,10,16,1,948,1
30,265,1,3,1,1,0,5,25,1,295,1
51,-3,0,3,1,1,0,3,21,2,79,1
37,586,0,3,1,0,0,2,11,2,141,1
37,-196,0,5,2,0,0,0,26,2,166,1
45,700,0,5,2,0,0,0,13,4,29,1
37,-67,0,5,0,1,0,8,2,1,157,1
48,1600,0,3,1,1,0,5,18,1,448,1
42,508,0,2,0,0,0,0,30,1,70,1
49,486,0,1,2,1,0,2,7,5,229,1
36,243,1,3,1,0,0,0,7,2,160,1
54,203,0,10,0,0,0,2,7,8,238,1
52,1944,0,3,1,0,0,10,15,3,238,1
30,882,0,3,1,1,0,3,22,6,102,1
37,2924,0,5,0,1,0,2,31,2,74,1
31,20,0,6,0,1,0,5,18,1,52,1
26,1417,0,0,0,0,0,1,6,3,60,1
51,340,2,0,0,0,0,0,8,1,186,1
34,4062,1,2,0,0,1,0,15,1,29,1
26,133,0,5,2,1,1,2,25,3,57,1
32,0,1,3,1,0,1,5,17,2,107,1
38,8876,0,2,0,1,0,8,2,1,280,1
52,423,0,0,0,0,1,4,20,2,139,1
44,58,0,3,1,0,0,2,14,3,72,1
31,5,0,2,0,0,0,0,16,1,216,1
38,175,0,2,2,1,0,1,17,2,132,1
32,1349,0,8,2,0,0,3,7,2,132,1
41,6596,0,5,2,0,0,5,20,1,88,1
48,1741,0,3,1,0,1,5,18,1,40,1
29,25,0,5,2,0,0,1,4,2,188,1
41,0,0,3,1,0,0,0,13,1,161,1
49,4374,0,3,1,0,0,2,31,3,68,1
40,16,0,3,1,1,1,8,9,4,47,1
27,574,1,3,1,0,0,0,18,3,196,1
45,615,1,5,0,0,0,0,15,1,133,1
48,0,2,7,1,0,1,1,20,1,139,1
31,395,0,2,0,1,0,2,25,3,174,1
45,678,0,5,2,1,0,3,5,3,104,1
43,25,0,8,2,1,0,3,12,2,121,1
31,626,1,0,0,0,0,0,21,1,211,1
37,165,0,3,1,1,0,3,24,1,315,1
38,746,0,10,0,1,0,1,20,3,256,1
29,376,0,2,0,1,1,7,28,3,49,1
28,-55,0,5,2,0,0,0,7,2,361,1
55,0,2,8,2,1,0,1,20,2,398,1
27,21,2,1,0,0,0,0,18,1,336,1
43,3003,0,10,1,1,0,3,8,3,358,1
29,92,1,3,1,1,0,1,2,1,101,1
52,511,2,1,0,1,1,3,20,4,98,1
33,6904,0,2,2,1,0,5,20,2,114,1
27,795,1,2,0,1,0,8,6,3,101,1
27,0,1,1,0,1,0,8,6,1,161,1
31,166,0,3,1,1,0,3,25,6,392,1
31,157,0,10,0,0,0,0,19,1,285,1
45,0,2,1,0,1,0,3,26,2,64,1
34,0,1,1,0,1,0,3,28,6,195,1
48,174,2,3,1,1,0,3,6,2,290,1
47,1536,0,5,0,0,0,10,17,1,41,1
49,1114,0,2,0,1,0,5,17,1,283,1
55,816,2,4,1,1,0,5,18,3,113,1
51,1202,1,3,1,0,0,5,18,1,99,1
37,600,1,3,1,0,0,5,17,2,116,1
33,6,2,1,0,1,0,3,22,2,239,1
33,2655,0,5,3,0,0,5,21,1,195,1
29,499,1,3,1,0,0,0,15,1,338,1
57,0,2,8,2,1,0,1,9,1,97,1
60,197,0,4,0,1,0,4,7,1,1386,1
51,289,0,8,2,1,0,0,14,5,97,1
45,5336,1,1,1,1,0,0,28,2,99,1
45,434,0,0,0,1,0,3,26,4,76,1
39,691,0,3,1,0,1,10,16,1,517,1
25,-250,1,5,0,0,0,0,13,1,456,1
47,3696,0,5,0,0,0,5,19,3,635,1
34,2595,0,5,0,0,1,10,17,1,126,1
40,1077,0,6,0,0,1,5,17,2,148,1
48,501,2,5,0,0,0,0,15,5,12,1
39,21,1,1,1,0,0,0,23,1,58,1
38,797,0,2,0,0,0,10,20,4,62,1
32,1659,1,2,0,0,0,0,30,6,120,1
27,97,0,7,0,0,1,0,18,3,13,1
47,2,0,5,2,0,1,5,20,4,661,1
40,384,0,3,1,1,0,10,20,3,200,1
41,63,0,1,1,1,0,3,25,3,36,1
40,1327,0,0,0,0,1,0,26,2,76,1
39,284,0,5,0,0,1,10,17,2,1426,1
45,3395,0,1,0,0,0,5,18,1,92,1
31,2038,1,2,0,0,0,0,20,1,148,1
27,15,1,0,0,1,1,2,21,1,177,1
56,1187,1,5,0,0,0,8,5,2,47,1
39,3047,0,0,0,0,0,0,11,1,279,1
52,11650,0,3,1,0,0,5,17,1,48,1
58,1387,1,3,1,0,0,0,5,5,174,1
48,0,1,1,1,1,0,1,16,4,73,1
33,1387,1,5,0,1,0,8,5,1,185,1
38,446,2,2,0,0,0,1,18,4,373,1
42,275,1,1,0,1,0,3,26,8,31,1
36,1655,2,3,0,0,0,5,18,2,155,1
35,196,1,1,0,0,0,5,21,1,318,1
45,0,1,1,1,1,0,3,22,4,87,1
51,1327,0,1,0,1,0,2,7,2,21,1
43,0,0,8,2,0,0,3,25,3,152,1
45,206,2,1,1,1,0,3,13,4,376,1
30,523,1,0,0,1,1,1,12,3,136,1
40,0,0,3,1,1,0,3,22,4,61,1
56,444,0,2,2,0,0,1,6,1,432,1
48,1401,2,3,1,0,0,1,20,3,72,1
32,205,0,0,0,1,0,2,18,3,197,1
47,3957,1,0,0,0,0,0,11,3,58,1
30,9645,1,1,0,1,1,3,26,10,130,1
37,620,0,3,1,0,0,5,17,3,93,1
52,1541,1,5,0,0,0,0,14,1,243,1
49,-37,0,4,2,1,0,2,4,2,191,1
53,-601,0,3,1,0,0,0,30,2,509,1
53,197,0,2,0,0,0,10,17,1,307,1
34,-276,2,1,0,0,0,0,29,3,175,1
40,824,0,0,0,0,0,10,17,1,359,1
39,636,0,2,0,0,0,0,12,1,15,1
33,19,0,5,0,0,0,8,4,1,56,1
41,641,0,5,0,0,0,0,13,1,161,1
31,2983,1,3,1,0,0,2,2,1,153,1
45,0,2,2,0,0,1,5,21,1,173,1
23,252,1,0,0,0,0,0,15,1,56,1
51,119,2,3,1,1,0,1,5,2,112,1
34,171,1,3,1,0,0,0,7,1,191,1
36,0,0,3,1,0,0,0,27,2,145,1
42,-249,2,0,0,0,0,2,14,3,149,1
33,455,0,3,1,0,1,0,29,10,122,1
46,10,0,3,0,0,0,2,29,7,122,1
37,529,0,0,0,0,0,11,16,1,234,1
33,1859,1,3,1,0,0,7,30,4,1169,1
30,613,1,0,0,0,0,10,17,2,180,1
53,751,2,1,0,0,0,0,16,4,343,1
46,0,0,3,0,1,0,3,27,6,38,1
35,1471,0,3,1,0,1,3,13,3,236,1
36,7503,1,1,0,0,0,1,4,1,25,1
46,68,0,1,0,0,1,1,16,3,87,1
31,530,1,5,0,1,1,5,18,2,251,1
52,1319,0,3,1,0,0,5,17,1,113,1
48,479,1,0,0,0,1,1,18,3,533,1
45,360,0,5,2,1,0,1,20,2,98,1
36,2163,1,3,1,1,0,1,5,1,317,1
53,136,0,4,2,0,0,0,6,2,267,1
35,-196,0,3,1,0,0,2,22,2,216,1
44,4087,0,3,1,0,0,0,19,5,457,1
38,1354,0,3,1,0,0,7,29,2,50,1
44,2,0,5,2,1,1,2,7,2,46,1
51,2337,0,8,3,0,0,0,27,2,133,1
32,514,1,1,1,0,1,0,7,1,138,1
59,6212,0,5,2,0,0,0,5,2,574,1
31,424,1,3,1,1,1,3,7,2,224,1
52,499,0,3,1,1,0,3,6,4,115,1
26,8,0,1,1,0,1,0,13,2,262,1
40,1305,0,2,0,1,0,2,22,1,255,1
35,300,1,1,0,0,0,0,9,4,338,1
54,976,0,0,2,0,0,1,3,3,137,1
36,2700,0,7,1,1,0,8,4,3,99,1
45,-497,0,10,1,0,1,5,20,1,260,1
29,2424,1,6,0,1,0,8,6,1,93,1
49,-2049,2,3,1,0,0,0,30,3,169,1
52,2081,0,2,0,0,0,0,29,1,150,1
52,189,0,3,0,1,0,3,22,2,90,1
47,0,2,6,0,1,1,7,30,2,127,1
33,327,2,2,0,0,0,0,7,1,109,1
30,426,1,1,0,0,0,5,17,4,127,1
52,1291,2,10,0,0,0,5,19,1,559,1
54,3473,2,3,1,0,0,3,12,2,306,1
59,434,0,4,0,0,0,0,12,3,63,1
35,105,0,3,1,0,0,0,6,1,36,1
29,975,0,5,0,0,0,0,27,2,265,1
33,-479,1,1,0,1,0,3,7,1,235,1
32,62,0,1,2,0,1,0,13,1,120,1
50,0,0,5,2,1,0,1,9,4,199,1
54,0,0,7,0,1,0,1,9,1,96,1
49,1202,1,1,0,0,0,1,18,1,122,1
39,2854,1,0,0,0,0,1,2,1,64,1
34,9,1,3,1,1,0,2,11,2,439,1
31,203,1,10,0,1,1,5,19,1,177,1
46,0,2,1,1,0,0,3,11,5,249,1
59,2467,0,4,0,1,0,5,20,2,972,1
32,3850,0,1,1,0,0,10,20,4,63,1
39,47,0,0,0,0,0,3,16,2,143,1
54,1895,0,5,2,0,0,10,17,1,345,1
33,522,2,1,0,1,1,2,7,4,559,1
59,-918,0,5,0,0,0,1,16,2,253,1
28,-193,1,5,0,1,0,2,18,7,580,1
48,48,0,5,0,0,1,0,29,1,144,1
39,0,0,3,1,0,1,2,17,1,301,1
41,201,0,1,0,1,1,2,14,8,53,1
33,598,1,0,0,0,0,0,28,1,189,1
37,1506,0,3,2,1,0,5,2,3,101,1
30,26,0,0,1,0,0,10,16,1,62,1
36,1582,0,3,1,1,0,8,3,2,26,1
53,559,2,5,2,1,0,8,9,5,16,1
26,0,1,0,0,0,0,2,16,2,157,1
59,-411,0,4,2,1,0,7,29,1,225,1
44,36,1,5,0,0,0,0,8,1,712,1
55,512,0,6,0,1,0,7,28,1,70,1
26,786,1,5,0,0,1,0,14,5,103,1
41,3658,0,5,2,0,0,10,9,1,268,1
28,-227,1,3,1,0,0,1,4,2,298,1
40,423,0,3,1,0,0,2,30,24,134,1
47,947,2,6,0,1,0,8,5,2,124,1
39,324,0,2,2,0,0,0,8,2,340,1
38,0,0,5,0,0,0,1,9,1,254,1
37,1694,0,2,0,0,1,7,29,2,404,1
36,2894,0,5,0,0,0,2,17,1,747,1
53,2693,0,3,0,1,0,5,21,1,140,1
47,644,0,1,0,1,0,7,28,3,54,1
28,185,1,3,1,1,0,7,30,2,651,1
32,1583,1,11,3,0,0,0,20,1,57,1
25,2399,1,3,1,0,0,1,3,2,193,1
39,1322,0,0,1,0,0,11,24,3,157,1
60,194,0,4,0,1,1,2,30,5,61,1
39,1221,0,0,0,1,0,1,12,1,97,1
31,-302,1,0,0,0,1,0,27,5,235,1
45,256,0,0,0,1,0,5,21,2,135,1
36,0,1,1,0,1,1,3,26,14,109,1
44,1335,0,2,0,0,0,2,30,5,94,1
33,682,1,6,0,1,0,8,5,1,251,1
31,0,0,3,1,1,0,3,26,2,76,1
38,3834,2,0,0,0,0,10,13,2,363,1
50,5312,0,10,0,1,0,2,23,3,106,1
40,4095,2,3,3,0,0,10,20,1,281,1
33,0,0,1,0,1,0,3,13,2,78,1
42,-1386,0,0,0,0,1,2,15,4,56,1
42,525,1,3,1,1,0,3,13,2,127,1
33,2,0,5,0,1,0,0,23,4,74,1
40,0,0,1,3,1,1,2,7,1,161,1
52,1500,0,5,0,1,1,1,20,3,109,1
49,378,0,1,0,1,0,1,9,2,189,1
30,552,1,3,1,0,0,3,5,2,648,1
26,-84,1,5,0,0,1,2,29,5,63,1
40,-240,0,3,0,1,1,0,28,3,160,1
30,501,0,5,0,0,1,0,27,1,514,1
55,5345,0,6,1,1,0,0,6,1,278,1
48,1559,0,10,0,1,0,6,24,3,520,1
28,0,1,1,1,0,0,10,15,2,217,1
54,0,0,0,0,0,1,2,23,1,117,1
36,1989,0,3,0,1,0,1,17,2,344,1
34,598,1,0,0,0,0,10,17,1,365,1
39,94,0,8,1,1,0,3,6,2,181,1
66,3473,0,4,0,1,0,10,14,2,441,1
42,349,0,5,0,0,0,10,7,2,226,1
55,3876,0,4,2,1,0,5,21,1,54,1
85,1934,0,4,3,1,0,7,12,1,140,1
63,2,0,8,0,1,0,8,4,2,45,1
37,9,1,0,0,0,0,0,14,1,165,1
24,11,1,2,0,0,0,1,27,4,114,1
34,60,1,1,0,1,0,3,7,2,274,1
28,882,1,3,1,1,1,2,8,2,107,1
58,499,2,4,1,0,1,7,29,1,181,1
49,198,2,8,2,0,0,0,13,3,205,1
31,2093,1,5,0,1,0,2,7,1,103,1
56,74,0,4,0,0,0,0,26,2,152,1
43,1220,0,2,0,1,0,2,28,2,307,1
32,1342,1,5,0,0,0,0,23,2,109,1
55,6134,0,5,3,1,0,3,6,2,127,1
55,3680,0,8,2,1,0,1,16,1,131,1
31,605,0,5,2,0,0,0,15,10,334,1
49,104,0,3,0,0,0,0,8,1,285,1
41,683,0,0,0,1,1,5,20,1,77,1
56,48,2,4,2,0,0,0,14,2,132,1
